number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_activation5,params_activation6,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_fl5,params_fl6,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
408,0.16304169595241547,2023-09-02 00:51:17.191367,2023-09-02 00:51:25.509492,0 days 00:00:08.318125,Tanh,ReLU,Leaky,Leaky,,,16,18,22.0,22.0,13.0,,,0.005256424977964358,4,100,0.799578944599123,0.0006320744064255684,COMPLETE
409,0.1726386547088623,2023-09-02 00:51:25.509819,2023-09-02 00:51:35.106052,0 days 00:00:09.596233,ReLU,ReLU,Leaky,Leaky,,,10,19,17.0,24.0,18.0,,,0.00305401492703782,4,100,0.616892000437194,0.00016665316971775282,COMPLETE
410,0.251262903213501,2023-09-02 00:51:35.106386,2023-09-02 00:51:36.715052,0 days 00:00:01.608666,Tanh,ReLU,ReLU,Leaky,,,16,24,18.0,20.0,14.0,,,0.0023185431550772663,4,100,0.15098879322169453,9.631430682066055e-05,COMPLETE
411,0.1863992065191269,2023-09-02 00:51:36.715384,2023-09-02 00:52:02.573712,0 days 00:00:25.858328,Tanh,ReLU,Leaky,Tanh,,,2,20,9.0,20.0,14.0,,,0.002076914587514574,4,100,0.3533330354385544,0.00040576627410806687,COMPLETE
412,0.20991860330104828,2023-09-02 00:52:02.574098,2023-09-02 00:52:07.692521,0 days 00:00:05.118423,Tanh,ReLU,Sigmoid,Leaky,,,16,18,16.0,24.0,19.0,,,0.00272733859943489,4,100,0.4951623947141168,6.619711641960044e-05,COMPLETE
413,0.19569723308086395,2023-09-02 00:52:07.692880,2023-09-02 00:52:14.878304,0 days 00:00:07.185424,Tanh,ReLU,Leaky,Leaky,,,12,21,18.0,21.0,13.0,,,0.024597211480454698,4,100,0.5189177726186489,0.00012415603522418213,COMPLETE
414,0.26464563608169556,2023-09-02 00:52:14.878654,2023-09-02 00:52:25.298746,0 days 00:00:10.420092,Tanh,ReLU,Leaky,Leaky,,,10,19,21.0,22.0,2.0,,,6.148036544331035e-05,4,100,0.6675265271478221,1.8567050590353626e-05,COMPLETE
415,0.17085616290569305,2023-09-02 00:52:25.299083,2023-09-02 00:52:28.724747,0 days 00:00:03.425664,Tanh,ReLU,Leaky,Leaky,,,16,22,16.0,23.0,22.0,,,0.0034256546668213787,4,100,0.3294015594832642,1.0753787325322136e-05,COMPLETE
416,0.152253657579422,2023-09-02 00:52:28.725088,2023-09-02 00:52:38.741434,0 days 00:00:10.016346,Tanh,ReLU,ReLU,Leaky,,,12,19,18.0,19.0,15.0,,,0.002088056805546945,4,100,0.7485139475666329,0.0005385737986785112,COMPLETE
417,0.17038297653198242,2023-09-02 00:52:38.741764,2023-09-02 00:52:44.926768,0 days 00:00:06.185004,Tanh,ReLU,Leaky,Leaky,,,12,20,18.0,24.0,14.0,,,0.0006971233256225112,4,60,0.7718750330658859,8.100044437181282e-05,COMPLETE
418,0.21027018129825592,2023-09-02 00:52:44.927107,2023-09-02 00:53:04.705037,0 days 00:00:19.777930,Tanh,ReLU,Leaky,Leaky,,,2,18,17.0,14.0,18.0,,,0.00023023027042158706,4,100,0.27009561329155113,0.00010811225721237499,COMPLETE
419,0.15041153132915497,2023-09-02 00:53:04.705371,2023-09-02 00:53:14.117090,0 days 00:00:09.411719,Tanh,ReLU,Leaky,Leaky,,,12,20,19.0,20.0,13.0,,,0.001770795399076535,4,100,0.7117398369578887,6.14234959789552e-05,COMPLETE
420,0.2064264863729477,2023-09-02 00:53:14.117418,2023-09-02 00:53:16.591200,0 days 00:00:02.473782,Tanh,ReLU,Leaky,Leaky,,,16,19,22.0,23.0,14.0,,,0.0076696686759411955,4,100,0.23540302923115627,0.00015182820403569143,COMPLETE
421,0.15776348114013672,2023-09-02 00:53:16.591537,2023-09-02 00:53:26.647534,0 days 00:00:10.055997,Tanh,ReLU,ReLU,Leaky,,,12,21,18.0,21.0,19.0,,,0.002529793512646384,4,100,0.738202858689873,0.0001927006677470437,COMPLETE
422,0.1848825216293335,2023-09-02 00:53:26.647862,2023-09-02 00:53:37.860309,0 days 00:00:11.212447,Sigmoid,ReLU,Leaky,Leaky,,,10,19,17.0,24.0,23.0,,,0.004342286963038892,4,100,0.6809456945942252,2.2945549010047464e-05,COMPLETE
423,0.21489958465099335,2023-09-02 00:53:37.860649,2023-09-02 00:53:41.413268,0 days 00:00:03.552619,Tanh,ReLU,Leaky,Leaky,,,12,18,15.0,19.0,20.0,,,0.0010916508357011248,4,100,0.2658606974305297,0.0002990449649915566,COMPLETE
424,0.30398502945899963,2023-09-02 00:53:41.413603,2023-09-02 00:53:44.783766,0 days 00:00:03.370163,Tanh,Sigmoid,Leaky,Leaky,,,12,20,17.0,23.0,15.0,,,0.00029501692326902454,4,40,0.6339080525516282,7.590444354854133e-05,COMPLETE
425,0.17252884805202484,2023-09-02 00:53:44.784108,2023-09-02 00:53:53.055583,0 days 00:00:08.271475,Tanh,ReLU,Leaky,Leaky,,,16,18,18.0,22.0,15.0,,,0.003290340367707891,4,100,0.7694215987996733,0.0030228457336499365,COMPLETE
426,0.20300520956516266,2023-09-02 00:53:53.055943,2023-09-02 00:54:02.876436,0 days 00:00:09.820493,Tanh,ReLU,ReLU,Leaky,,,12,4,19.0,24.0,21.0,,,0.0018708170907993414,4,100,0.7279101286593339,3.032033537242131e-05,COMPLETE
427,0.1417301893234253,2023-09-02 00:54:02.876780,2023-09-02 00:54:13.050833,0 days 00:00:10.174053,Tanh,ReLU,Leaky,Leaky,,,12,21,19.0,21.0,12.0,,,0.0008777644140403313,4,100,0.7708214916693362,9.815135330237874e-05,COMPLETE
428,0.21923542022705078,2023-09-02 00:54:13.051163,2023-09-02 00:54:23.343862,0 days 00:00:10.292699,Tanh,ReLU,Leaky,Sigmoid,,,12,19,19.0,21.0,13.0,,,0.00012425324712641997,4,100,0.7764056843234505,9.45660402843087e-05,COMPLETE
429,0.16831102967262268,2023-09-02 00:54:23.344198,2023-09-02 00:54:28.826217,0 days 00:00:05.482019,Tanh,ReLU,Leaky,Leaky,,,12,20,19.0,21.0,12.0,,,0.0008728099365906614,4,100,0.41040335830760877,0.00010212982017104006,COMPLETE
430,0.1716376543045044,2023-09-02 00:54:28.826573,2023-09-02 00:54:38.673092,0 days 00:00:09.846519,Tanh,Leaky,Leaky,Leaky,,,12,22,20.0,21.0,11.0,,,0.00048157338591916436,4,100,0.7508517135434509,0.00012490735057341305,COMPLETE
431,0.143341526389122,2023-09-02 00:54:38.673426,2023-09-02 00:54:49.490344,0 days 00:00:10.816918,ReLU,ReLU,ReLU,ReLU,,,12,19,19.0,20.0,12.0,,,0.002550762905914814,4,100,0.7988860815078132,8.658249241903406e-05,COMPLETE
432,0.1808868944644928,2023-09-02 00:54:49.490690,2023-09-02 00:54:59.324658,0 days 00:00:09.833968,Tanh,ReLU,Leaky,Leaky,,,12,21,20.0,20.0,11.0,,,0.0007128454225406792,4,100,0.7473140857607687,6.499095229515191e-05,COMPLETE
433,0.13928775489330292,2023-09-02 00:54:59.324998,2023-09-02 00:55:09.839879,0 days 00:00:10.514881,Tanh,ReLU,Leaky,Leaky,,,12,18,19.0,19.0,13.0,,,0.0008794514889929401,4,100,0.7997243983381167,0.0001495945462991438,COMPLETE
434,0.1894984394311905,2023-09-02 00:55:09.840227,2023-09-02 00:55:19.912674,0 days 00:00:10.072447,Tanh,ReLU,Leaky,Leaky,,,12,7,19.0,19.0,12.0,,,0.0005883916330880234,4,100,0.7732262566039869,0.000120045996617811,COMPLETE
435,0.2071171998977661,2023-09-02 00:55:19.913015,2023-09-02 00:55:30.376245,0 days 00:00:10.463230,Tanh,ReLU,Leaky,Tanh,,,12,18,18.0,19.0,13.0,,,8.945275744861831e-05,4,100,0.7991461729625287,7.423143454310753e-05,COMPLETE
436,0.2640880048274994,2023-09-02 00:55:30.376572,2023-09-02 00:55:31.732710,0 days 00:00:01.356138,Tanh,ReLU,Sigmoid,Leaky,,,16,18,18.0,18.0,13.0,,,0.0008350147984820337,4,60,0.21237048794826416,0.0001451347691247653,COMPLETE
437,0.1923474818468094,2023-09-02 00:55:31.733037,2023-09-02 00:55:35.656966,0 days 00:00:03.923929,Tanh,ReLU,ReLU,Leaky,,,12,18,19.0,19.0,12.0,,,0.0006203937426683561,4,100,0.29105905877325416,0.00010536216569211316,COMPLETE
438,0.1397615224123001,2023-09-02 00:55:35.657296,2023-09-02 00:55:46.575750,0 days 00:00:10.918454,Tanh,ReLU,Leaky,Leaky,,,10,18,18.0,20.0,14.0,,,0.001009155006521063,4,100,0.7076602559052385,5.4337441037875144e-05,COMPLETE
439,0.2723737955093384,2023-09-02 00:55:46.576096,2023-09-02 00:55:48.382108,0 days 00:00:01.806012,Tanh,ReLU,Leaky,Leaky,,,10,17,18.0,20.0,14.0,,,0.010741231490325135,4,100,0.11000355369414369,5.6097061096998244e-05,COMPLETE
440,0.24200332164764404,2023-09-02 00:55:48.382446,2023-09-02 00:55:50.718383,0 days 00:00:02.335937,Tanh,,,,,,10,18,,,,,,0.0010189030410692624,1,100,0.28089962852124384,0.0007282498465844394,COMPLETE
441,0.17711180448532104,2023-09-02 00:55:50.718693,2023-09-02 00:56:01.663567,0 days 00:00:10.944874,Tanh,ReLU,Leaky,Leaky,,,10,17,18.0,19.0,14.0,,,0.001000702740066705,4,100,0.7074740985762591,3.789393875926891e-05,COMPLETE
442,0.41039180755615234,2023-09-02 00:56:01.663906,2023-09-02 00:56:10.116079,0 days 00:00:08.452173,Sigmoid,ReLU,Leaky,Leaky,,,10,18,13.0,20.0,14.0,,,2.268995238845081e-05,4,100,0.5433832253704923,5.497503203590053e-05,COMPLETE
443,0.14491194486618042,2023-09-02 00:56:10.116419,2023-09-02 00:56:21.534335,0 days 00:00:11.417916,Tanh,Leaky,ReLU,Leaky,,,10,19,18.0,20.0,14.0,,,0.00367751246947709,4,100,0.7194985344224286,0.0004599329629593794,COMPLETE
444,0.17839525640010834,2023-09-02 00:56:21.534670,2023-09-02 00:56:25.839393,0 days 00:00:04.304723,Tanh,ReLU,Leaky,Leaky,,,10,18,18.0,7.0,13.0,,,0.0007755879286444183,4,40,0.6943936862258985,4.6670699069643805e-05,COMPLETE
445,0.33925873041152954,2023-09-02 00:56:25.839751,2023-09-02 00:56:37.245188,0 days 00:00:11.405437,Tanh,ReLU,Leaky,Leaky,,,10,1,18.0,11.0,14.0,,,0.0012167648299394778,4,100,0.7362305179668783,7.383699455568877e-05,COMPLETE
446,0.16763414442539215,2023-09-02 00:56:37.245517,2023-09-02 00:56:42.405600,0 days 00:00:05.160083,Tanh,ReLU,Leaky,Leaky,,,16,17,17.0,19.0,13.0,,,0.004738709813772019,4,100,0.5072419630863291,5.805607742886182e-05,COMPLETE
447,0.2003505825996399,2023-09-02 00:56:42.405935,2023-09-02 00:56:49.853522,0 days 00:00:07.447587,Tanh,ReLU,Leaky,Leaky,,,16,19,14.0,18.0,14.0,,,0.0004328276228753903,4,100,0.7434824036941227,0.0005500883428624552,COMPLETE
448,0.35071536898612976,2023-09-02 00:56:49.853870,2023-09-02 00:56:56.085497,0 days 00:00:06.231627,Tanh,ReLU,Leaky,Leaky,,,10,18,19.0,20.0,15.0,,,0.0030968717126785617,4,100,0.3496228432915254,0.07312190393934019,COMPLETE
449,0.21757720410823822,2023-09-02 00:56:56.085842,2023-09-02 00:57:03.705091,0 days 00:00:07.619249,Tanh,ReLU,ReLU,Leaky,,,16,19,18.0,19.0,15.0,,,0.06261968088390228,4,100,0.7020589046373348,0.00024931368095106564,COMPLETE
450,0.28038498759269714,2023-09-02 00:57:03.705425,2023-09-02 00:57:12.756357,0 days 00:00:09.050932,Tanh,ReLU,Leaky,Leaky,ReLU,,12,18,16.0,20.0,24.0,13.0,,3.349701181166335e-05,5,100,0.594054666941985,3.341194294355625e-05,COMPLETE
451,0.1649976670742035,2023-09-02 00:57:12.756695,2023-09-02 00:57:25.359311,0 days 00:00:12.602616,ReLU,ReLU,Leaky,Leaky,,,10,19,18.0,19.0,13.0,,,0.006355324979488603,4,100,0.7981975634935906,0.0009524769207147536,COMPLETE
452,0.190602645277977,2023-09-02 00:57:25.359642,2023-09-02 00:57:29.394326,0 days 00:00:04.034684,Tanh,ReLU,Leaky,Leaky,,,16,18,21.0,18.0,14.0,,,0.0011047787937701887,4,100,0.39447336245801173,0.00017628664624856557,COMPLETE
453,0.1738801747560501,2023-09-02 00:57:29.394669,2023-09-02 00:57:39.254322,0 days 00:00:09.859653,Tanh,Sigmoid,Leaky,Leaky,,,12,19,19.0,20.0,14.0,,,0.0014517066437896783,4,100,0.7510203445546194,4.1646017839644205e-05,COMPLETE
454,0.14561855792999268,2023-09-02 00:57:39.254656,2023-09-02 00:57:48.361704,0 days 00:00:09.107048,Tanh,ReLU,ReLU,Leaky,,,12,18,17.0,21.0,23.0,,,0.0009149491065284762,4,100,0.6776475115316629,0.00034487136158138713,COMPLETE
455,0.15787051618099213,2023-09-02 00:57:48.362049,2023-09-02 00:57:57.835331,0 days 00:00:09.473282,Tanh,ReLU,Leaky,Sigmoid,Sigmoid,Tanh,16,19,18.0,19.0,17.0,4.0,2.0,0.002197497489503735,6,100,0.719093126113952,0.0015384722110415707,COMPLETE
456,0.21508827805519104,2023-09-02 00:57:57.835740,2023-09-02 00:58:03.999601,0 days 00:00:06.163861,Tanh,ReLU,Leaky,ReLU,,,12,17,11.0,20.0,15.0,,,0.0003637756713143127,4,60,0.7689973968581896,8.561374610429516e-05,COMPLETE
457,0.13786254823207855,2023-09-02 00:58:03.999938,2023-09-02 00:58:13.616645,0 days 00:00:09.616707,Tanh,Leaky,Leaky,Leaky,,,12,18,19.0,24.0,14.0,,,0.005645097616197048,4,100,0.7358731257391092,6.2275131777076e-05,COMPLETE
458,0.17215992510318756,2023-09-02 00:58:13.616985,2023-09-02 00:58:22.280600,0 days 00:00:08.663615,Tanh,Leaky,Sigmoid,Leaky,,,12,17,19.0,24.0,13.0,,,0.0063437320082019395,4,100,0.6595377180255306,6.290860139018516e-05,COMPLETE
459,0.1840205043554306,2023-09-02 00:58:22.280950,2023-09-02 00:58:28.234301,0 days 00:00:05.953351,Tanh,Leaky,Leaky,Leaky,,,12,18,19.0,24.0,22.0,,,0.001228660629390677,4,100,0.4523323802999396,4.8595748528588584e-05,COMPLETE
460,0.19110207259655,2023-09-02 00:58:28.234646,2023-09-02 00:58:37.516632,0 days 00:00:09.281986,Tanh,Leaky,ReLU,Tanh,,,12,18,20.0,24.0,15.0,,,0.0007117703359777162,4,100,0.6955481627144432,6.769607913473105e-05,COMPLETE
461,0.1424509584903717,2023-09-02 00:58:37.516969,2023-09-02 00:58:47.013612,0 days 00:00:09.496643,Tanh,Leaky,Leaky,Leaky,,,12,17,19.0,24.0,14.0,,,0.006367476369359704,4,100,0.726074116740949,0.00021215153691347497,COMPLETE
462,0.14905911684036255,2023-09-02 00:58:47.013944,2023-09-02 00:58:55.548205,0 days 00:00:08.534261,Tanh,Leaky,Leaky,Leaky,,,12,13,19.0,24.0,13.0,,,0.005054413305264368,4,100,0.6518629759634086,2.7165666759054573e-05,COMPLETE
463,0.23022885620594025,2023-09-02 00:58:55.548544,2023-09-02 00:58:57.863849,0 days 00:00:02.315305,Sigmoid,Leaky,Leaky,Leaky,,,12,18,20.0,24.0,15.0,,,0.001636680314495164,4,40,0.4341648841617185,5.070424966675633e-05,COMPLETE
464,0.3803761303424835,2023-09-02 00:58:57.864197,2023-09-02 00:59:07.510765,0 days 00:00:09.646568,Tanh,Leaky,Leaky,Leaky,,,12,19,13.0,24.0,17.0,,,1.0559850010951792e-05,4,100,0.738381556492514,3.683162566596611e-05,COMPLETE
465,0.1614401936531067,2023-09-02 00:59:07.511106,2023-09-02 00:59:16.733438,0 days 00:00:09.222332,Tanh,ReLU,ReLU,Leaky,,,12,17,12.0,19.0,14.0,,,0.0020230895015610002,4,100,0.6918234861708269,0.00027437941954677487,COMPLETE
466,0.18810564279556274,2023-09-02 00:59:16.733770,2023-09-02 00:59:25.985598,0 days 00:00:09.251828,Leaky,Leaky,Leaky,Leaky,,,10,12,21.0,24.0,16.0,,,0.0013256980755697997,4,80,0.7548053520566522,0.000142512915273909,COMPLETE
467,0.15861190855503082,2023-09-02 00:59:25.985936,2023-09-02 00:59:34.294058,0 days 00:00:08.308122,Tanh,Leaky,Tanh,Leaky,,,12,18,19.0,15.0,21.0,,,0.008800710938080077,4,100,0.6348416092883018,0.0007314440825923854,COMPLETE
468,0.19985094666481018,2023-09-02 00:59:34.294389,2023-09-02 00:59:39.408039,0 days 00:00:05.113650,Tanh,ReLU,Leaky,Leaky,,,12,19,18.0,18.0,23.0,,,0.0005351804666753852,4,100,0.38163989387225566,0.0022251395282580824,COMPLETE
469,0.14833736419677734,2023-09-02 00:59:39.408375,2023-09-02 00:59:48.919224,0 days 00:00:09.510849,Tanh,ReLU,Leaky,Leaky,,,12,18,19.0,23.0,15.0,,,0.0072419015697373764,4,100,0.7161719590286391,5.722873563243811e-05,COMPLETE
470,0.1794103980064392,2023-09-02 00:59:48.919588,2023-09-02 00:59:56.531346,0 days 00:00:07.611758,Tanh,ReLU,Leaky,Leaky,,,12,20,18.0,24.0,13.0,,,0.0009779929911115039,4,100,0.5728595291163897,6.567491051718018e-05,COMPLETE
471,0.19191038608551025,2023-09-02 00:59:56.531686,2023-09-02 01:00:01.983824,0 days 00:00:05.452138,ReLU,ReLU,ReLU,Leaky,,,10,19,20.0,17.0,14.0,,,0.0026135358839795577,4,80,0.42085796818179433,7.497074293391618e-05,COMPLETE
472,0.21659649908542633,2023-09-02 01:00:01.984168,2023-09-02 01:00:04.478208,0 days 00:00:02.494040,Leaky,Sigmoid,Leaky,Leaky,,,12,17,19.0,19.0,17.0,,,0.0015798294123514668,4,100,0.18685377177908558,0.00018469672707522152,COMPLETE
473,0.2843696177005768,2023-09-02 01:00:04.478546,2023-09-02 01:00:14.625263,0 days 00:00:10.146717,Tanh,ReLU,Leaky,Leaky,,,12,18,18.0,20.0,20.0,,,1.5564671752137343e-05,4,100,0.767842294825139,0.0001209444844251646,COMPLETE
474,0.17364375293254852,2023-09-02 01:00:14.625599,2023-09-02 01:00:19.275901,0 days 00:00:04.650302,Tanh,ReLU,Leaky,Leaky,,,12,19,18.0,23.0,14.0,,,0.0022223986750070654,4,100,0.34654067636337926,1.0170035868535117e-05,COMPLETE
475,0.1920410841703415,2023-09-02 01:00:19.276260,2023-09-02 01:00:28.825589,0 days 00:00:09.549329,Tanh,Leaky,Leaky,Leaky,,,12,18,20.0,24.0,14.0,,,0.008408202404080271,4,100,0.7278584421395676,0.0013022323448751837,COMPLETE
476,0.22391007840633392,2023-09-02 01:00:28.825937,2023-09-02 01:00:31.507129,0 days 00:00:02.681192,Tanh,ReLU,ReLU,Leaky,,,12,20,14.0,19.0,24.0,,,0.0011152499492830157,4,80,0.2411496992870602,4.372344404327133e-05,COMPLETE
477,0.23035569489002228,2023-09-02 01:00:31.507474,2023-09-02 01:00:35.578724,0 days 00:00:04.071250,Leaky,ReLU,Leaky,Sigmoid,,,10,19,19.0,20.0,13.0,,,0.000653542617228702,4,100,0.25656863711437095,0.0006284227384713988,COMPLETE
478,0.17146724462509155,2023-09-02 01:00:35.579054,2023-09-02 01:00:44.608355,0 days 00:00:09.029301,Tanh,ReLU,Leaky,Leaky,,,12,18,21.0,18.0,15.0,,,0.0017269266351886948,4,100,0.6862883505412938,3.2291493375030276e-05,COMPLETE
479,0.15523074567317963,2023-09-02 01:00:44.608693,2023-09-02 01:00:52.727714,0 days 00:00:08.119021,Tanh,ReLU,Leaky,Leaky,,,12,20,22.0,22.0,18.0,,,0.001350003020767151,4,100,0.6132795766224726,0.00022813718631746685,COMPLETE
480,0.16764822602272034,2023-09-02 01:00:52.728046,2023-09-02 01:00:58.853296,0 days 00:00:06.125250,Tanh,ReLU,Tanh,ReLU,,,12,17,15.0,24.0,19.0,,,0.0008070534801392775,4,60,0.7664332421525755,1.9918971978766792e-05,COMPLETE
481,0.1277828812599182,2023-09-02 01:00:58.853646,2023-09-02 01:01:06.205454,0 days 00:00:07.351808,Tanh,ReLU,Leaky,Leaky,,,12,19,18.0,23.0,16.0,,,0.002980244642882064,4,100,0.5527572501666063,0.00043707407594844705,COMPLETE
482,0.18609188497066498,2023-09-02 01:01:06.205793,2023-09-02 01:01:14.592434,0 days 00:00:08.386641,Leaky,ReLU,ReLU,Leaky,,,10,12,18.0,22.0,17.0,,,0.003006510433099234,4,80,0.6410790092059628,0.00045573171918533955,COMPLETE
483,0.1735025942325592,2023-09-02 01:01:14.592776,2023-09-02 01:01:21.393815,0 days 00:00:06.801039,Tanh,ReLU,Leaky,Leaky,,,12,19,17.0,23.0,16.0,,,0.004141708593740549,4,100,0.5103817864268897,0.0009656836781479795,COMPLETE
484,0.17061685025691986,2023-09-02 01:01:21.394156,2023-09-02 01:01:32.528249,0 days 00:00:11.134093,Tanh,ReLU,Sigmoid,Leaky,,,8,18,19.0,20.0,16.0,,,0.0030452060397281634,4,100,0.5705198077613903,0.0003833534005103302,COMPLETE
485,0.17859593033790588,2023-09-02 01:01:32.528587,2023-09-02 01:01:38.598596,0 days 00:00:06.070009,Tanh,Leaky,Leaky,Tanh,,,12,20,18.0,23.0,17.0,,,0.002542589587682744,4,100,0.46387487066591027,0.00041091052485947273,COMPLETE
486,0.2582765817642212,2023-09-02 01:01:38.598940,2023-09-02 01:01:47.387602,0 days 00:00:08.788662,Sigmoid,ReLU,Leaky,Leaky,,,12,18,20.0,22.0,16.0,,,0.0051248524645779,4,100,0.5918386234294365,0.004532127860232403,COMPLETE
487,0.29681268334388733,2023-09-02 01:01:47.387949,2023-09-02 01:01:51.459485,0 days 00:00:04.071536,Tanh,ReLU,Leaky,Leaky,Tanh,,12,19,18.0,17.0,17.0,9.0,,6.88997249141675e-05,5,40,0.6685069240515202,0.0006137882058073839,COMPLETE
488,0.15603448450565338,2023-09-02 01:01:51.459828,2023-09-02 01:01:57.525165,0 days 00:00:06.065337,Tanh,ReLU,Leaky,Leaky,,,10,19,17.0,23.0,15.0,,,0.003961386891706296,4,80,0.4848223876281618,0.0005080487050679091,COMPLETE
489,0.16555248200893402,2023-09-02 01:01:57.525501,2023-09-02 01:02:04.642329,0 days 00:00:07.116828,Leaky,ReLU,ReLU,Leaky,,,12,18,22.0,21.0,18.0,,,0.0022576330704126794,4,100,0.5216885833619609,0.0003310590297677443,COMPLETE
490,0.14514456689357758,2023-09-02 01:02:04.642673,2023-09-02 01:02:12.816891,0 days 00:00:08.174218,Tanh,ReLU,Leaky,Leaky,,,12,20,19.0,19.0,14.0,,,0.0033761000175610853,4,100,0.6202113875692626,0.0001617808280244924,COMPLETE
491,0.18198277056217194,2023-09-02 01:02:12.817250,2023-09-02 01:02:16.609810,0 days 00:00:03.792560,Tanh,ReLU,Leaky,Leaky,,,12,17,21.0,20.0,15.0,,,0.0027119430722031186,4,100,0.2816830201866807,0.0003080865704345209,COMPLETE
492,0.18617813289165497,2023-09-02 01:02:16.610149,2023-09-02 01:02:21.751969,0 days 00:00:05.141820,Tanh,ReLU,Leaky,Leaky,,,16,19,19.0,18.0,5.0,,,0.005669493271075303,4,100,0.4850253176115016,0.001041173461816983,COMPLETE
493,0.2057238519191742,2023-09-02 01:02:21.752305,2023-09-02 01:02:29.684120,0 days 00:00:07.931815,Tanh,ReLU,Leaky,Leaky,,,12,20,18.0,23.0,14.0,,,0.020726047969070967,4,100,0.5550394876277724,0.0011651473551631882,COMPLETE
494,0.17265349626541138,2023-09-02 01:02:29.684460,2023-09-02 01:02:38.647570,0 days 00:00:08.963110,Leaky,Leaky,ReLU,Leaky,,,10,18,20.0,19.0,16.0,,,0.0019517871930299214,4,80,0.709472211884141,0.0007939708266135153,COMPLETE
495,0.19352108240127563,2023-09-02 01:02:38.647911,2023-09-02 01:02:42.823343,0 days 00:00:04.175432,Tanh,ReLU,Tanh,Leaky,,,12,11,18.0,21.0,13.0,,,0.002195027221350774,4,100,0.31425784131170276,0.00027015086113721577,COMPLETE
496,0.23904629051685333,2023-09-02 01:02:42.823703,2023-09-02 01:02:45.122264,0 days 00:00:02.298561,ReLU,ReLU,Leaky,Leaky,,,12,17,17.0,20.0,15.0,,,0.01243366066608121,4,100,0.163600910947525,0.003498252954969384,COMPLETE
497,0.17453253269195557,2023-09-02 01:02:45.122606,2023-09-02 01:02:50.776770,0 days 00:00:05.654164,Tanh,Sigmoid,Leaky,Leaky,,,16,19,19.0,22.0,14.0,,,0.003362646680056345,4,100,0.5551850037984837,0.00013517139292695978,COMPLETE
498,0.15490558743476868,2023-09-02 01:02:50.777115,2023-09-02 01:02:57.897721,0 days 00:00:07.120606,Tanh,ReLU,Leaky,Leaky,,,12,18,18.0,20.0,13.0,,,0.001736397664416729,4,100,0.5392663440531619,0.00020248441745028905,COMPLETE
499,0.2303137183189392,2023-09-02 01:02:57.898069,2023-09-02 01:02:58.583671,0 days 00:00:00.685602,Tanh,ReLU,Leaky,Leaky,,,30,20,17.0,24.0,17.0,,,0.0015224176292638362,4,80,0.12493751985649193,2.370714910962753e-05,COMPLETE
